"","siteID","mean_DEM","mean_prec","mean_temp","counting_colls$Coll_count"
"1",5881,760.901847330729,40.766667175293,2.83055545488993,5
"2",5882,659.896730863131,41.5673076923077,2.86570521501394,9
"3",5883,617.929832458496,39.4538681847709,2.92752962878772,7
"4",5886,579.575561523438,39.5,2.64166665077209,1
"5",6047,1063.57047526042,47.1944440205892,2.42222231626511,4
"6",6048,623.4560546875,42,3.5,2
"7",6222,674.596069335938,43.6666679382324,2.36666655540466,1
"8",6557,690.39128112793,40.5624990463257,2.94791668653488,5
"9",6889,853.252807617188,38.5833320617676,3.34999990463257,1
"10",6892,765.849182128906,34.8333320617676,2.86666667461395,2
"11",7056,821.124633789062,33.9833320617676,3.36999988555908,4
"12",7057,780.786079406738,33.103553982342,3.47800246056388,60
"13",7058,859.37353515625,31.9166660308838,3.19166660308838,2
"14",7222,821.946655273438,31.6666660308838,3.77500009536743,1
"15",7223,734.353097915649,30.8072918057442,3.91354165971279,15
"16",7389,948.611450195312,33.0833320617676,4.39166641235352,1
"17",7391,675.200332641602,27.6874995231628,4.64374995231628,3
"18",7554,909.062316894531,32.4166679382324,5.28333330154419,1
"19",7717,1922.67712402344,56.25,1.23333323001862,1
"20",7718,1260.01690673828,44.25,4.39999997615814,2
"21",7720,973.515462239583,34.4166679382324,5.17500019073486,2
"22",7721,977.55976496516,32.9121617497625,4.9509009541692,8
"23",7735,698.682556152344,30.7083330154419,5.5625,2
"24",7886,1038.22467041016,36.7291669845581,5.73958337306976,2
"25",7887,1275.78210449219,34,4.93333339691162,1
"26",8052,1325.63525390625,39.3333320617676,4.53333330154419,1
"27",8053,1294.97596435547,30.8583337783813,5.13583331108093,3
"28",8054,1151.56665039062,27.8333339691162,6.05833339691162,1
"29",8219,1350.79431152344,31.0833339691162,5.78333330154419,1
"30",8232,642.563903808594,24.5,7.35000038146973,1
"31",8234,638.800537109375,27.1666660308838,7.16666650772095,1
"32",8385,1486.91284179688,33.8333320617676,5.35833358764648,1
"33",8396,852.30476342178,26.7594004142575,6.69695119741486,28
"34",8397,787.913081577846,26.790079661778,6.95726184844971,40
"35",8398,747.951052314544,25.5074767709892,6.79214962308652,74
"36",8399,715.782836914062,26.5416660308838,6.88749980926514,2
"37",8560,855.701538085938,27.5833339691162,7.34999990463257,1
"38",8562,874.118347167969,26.3918924073915,6.85585564536017,16
"39",8563,994.890991210938,26.3333339691162,6.65833330154419,1
"40",8564,755.598815917969,25.75,6.92500019073486,1
"41",8567,686.654119582403,28.8849210285005,11.9126987457275,10
"42",8735,819.732950846354,31.25,7.63611110051473,2
"43",8740,672.374145507812,36.6666679382324,5.39166641235352,2
"44",8742,539.283142089844,34.0833320617676,5.26666688919067,1
"45",8887,1804.19287109375,38.9166679382324,4.64166641235352,2
"46",8889,1307.4013671875,30,7.01666688919067,1
"47",8890,1158,26.6666660308838,7.44166660308838,1
"48",8894,872.472290039062,28.3333339691162,7.93333339691162,5
"49",8895,839.240112304688,26.1666669845581,7.72499990463257,2
"50",8898,857.993591308594,29.3333339691162,8.36666679382324,1
"51",8900,867.68260464603,30.4035386908544,7.58458909923083,27
"52",8901,889.504393620277,31.749533585648,7.38075252611246,78
"53",8902,892.380977708466,33.3792504291145,6.64778887495703,6
"54",8907,500.475246853299,31.62963019477,6.75000015894572,2
"55",9053,1673.42746582031,38.8333335876465,5.57499990463257,4
"56",9064,934.075861313764,29.8186279745663,8.07720562990974,3
"57",9065,969.562680787678,31.8217297083215,8.20717307585704,16
"58",9066,1059.30163574219,30.1666660308838,7.55000019073486,1
"59",9067,920.363474172312,30.6398603532698,7.49265728130207,18
"60",9068,879.365138841712,32.7355069699495,7.11557966729869,2
"61",9071,715.388793945312,36.1666679382324,7.15833330154419,1
"62",9229,1095.69262695312,29.1666660308838,7.55000019073486,1
"63",9230,952.44677734375,28.6666660308838,7.84999990463257,1
"64",9232,1036.15161132812,30.25,7.53333330154419,1
"65",9233,1033.23706054688,32.75,7.26666641235352,1
"66",9234,941.008911132812,35.6139715980081,7.17463242306429,9
"67",9235,850.832275390625,33.5,7.27500009536743,1
"68",9236,759.781901041667,33.3611119588216,7.38888883590698,3
"69",9237,757.509033203125,35.0833320617676,7.40000009536743,1
"70",9385,1981.40270996094,44.8333320617676,3.41666674613953,1
"71",9400,935.287791748047,44.3599987792969,7.47949990272522,3
"72",9403,762,37.5833320617676,7.24166679382324,1
"73",9551,2498.16870117188,54.6666679382324,0.850000023841858,1
"74",9552,2750.03572591146,52.4444440205892,-0.127777790029844,2
"75",9555,1912.79821777344,26.6666660308838,5.2999997138977,1
"76",9718,2422.69719587054,46.7142862592425,0.945238070828574,3
"77",9730,1161.91040039062,30.4166660308838,7.86666679382324,2
"78",9887,1869.1806640625,21.25,6.15000009536743,1
"79",9895,1311.20227050781,29.7777779897054,8.21666685740153,6
"80",9897,1039.61889648438,33.75,8.5,1
"81",10060,1514.58166503906,25.75,8.21666717529297,2
"82",10381,2210.59130859375,22.4166660308838,3.57499980926514,1
"83",10384,1987.44494628906,16.5595237186977,5.54285717010498,7
"84",10385,2068.32421875,16.5833326975505,5.16111103693644,3
"85",10389,2025.45438058036,22.7261900220598,6.33452374594552,3
"86",10725,1705.99670410156,30.9375001192093,8.66666668653488,4
"87",10726,1545.81389160156,29.3999996185303,9.21999969482422,4
"88",10883,1706.81640625,22.9166660308838,8.50833320617676,2
"89",10885,2105.48876953125,35.5833320617676,5.7916669845581,1
"90",10887,2234.44921875,40,4.10833311080933,1
"91",10892,1389.44116210938,29.25,9.73333358764648,1
"92",11050,1917.91320800781,30.1666660308838,6.81666660308838,2
"93",11056,1692.15417480469,38.0439813931783,10.0199075274997,30
"94",11057,1563.68533761161,34.476190839495,10.3202379771641,7
"95",11058,1594.50793457031,31.5833339691162,9.35000038146973,1
"96",11210,2331.44823083212,27.2558138647745,6.27325580286425,20
"97",11222,2936.04931640625,38.4166679382324,3.36666679382324,1
