"","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10"
"145626",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149796",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150626",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"162265",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163092",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163922",0,1,0,NA,NA,NA,NA,NA,NA,NA
"170579",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171399",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171400",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172222",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172239",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173890",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174718",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174720",1,0,0,0,NA,NA,NA,NA,NA,NA
"174721",1,1,0,0,0,0,0,0,NA,NA
"174722",0,1,1,1,1,NA,NA,NA,NA,NA
"174734",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175550",1,0,0,0,NA,NA,NA,NA,NA,NA
"175551",1,1,0,0,0,1,1,NA,NA,NA
"175553",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176380",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"176381",0,0,0,0,0,0,0,1,0,0
"177211",0,0,1,1,0,0,0,0,NA,NA
"177212",0,0,1,0,0,0,0,NA,NA,NA
"178042",0,0,0,1,0,1,0,0,1,0
"178046",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"178869",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178872",0,0,0,1,0,NA,NA,NA,NA,NA
"178873",0,0,1,0,0,NA,NA,NA,NA,NA
"178874",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"178875",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179703",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179705",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183032",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183851",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183864",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184695",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185511",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188887",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189660",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191317",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191320",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191321",1,0,0,1,0,1,0,NA,NA,NA
"191371",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192138",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192965",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192982",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193799",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"193883",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"194631",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194682",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"194683",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195470",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195509",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195510",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"195526",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196346",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196347",0,0,0,0,NA,NA,NA,NA,NA,NA
"196367",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197169",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197176",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"197957",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"198027",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198791",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198855",0,0,0,NA,NA,NA,NA,NA,NA,NA
