"","siteID","mean_DEM","mean_prec","mean_temp","counting_colls$Coll_count"
"1",6056,998.208353678385,48.0277773539225,1.3555554151535,3
"2",6890,842.11666690602,39.2107842389275,3.05147056018605,3
"3",6891,813.795349121094,35.8333320617676,3.1083333492279,1
"4",7056,800.670654296875,34.7222222222222,3.29722226990594,7
"5",7057,779.603786621094,33.5244443766276,3.44322237968445,15
"6",7059,791.945251464844,31.5833339691162,2.61666679382324,1
"7",7389,881.137084960938,30.3333339691162,3.95000004768372,1
"8",7554,909.062316894531,32.4166679382324,5.28333330154419,1
"9",7566,809.149597167969,32.1666679382324,3.61666655540466,1
"10",7717,1922.67712402344,56.25,1.23333323001862,1
"11",7718,1218.94827270508,43.2916660308838,4.70833343267441,3
"12",7719,1131.80639648438,40.6666679382324,5.05000019073486,1
"13",7720,975.273193359375,35.4166679382324,5.17500019073486,1
"14",7721,977.55976496516,32.9121617497625,4.9509009541692,8
"15",7729,972.831192016602,31.9083327293396,3.95708348751068,4
"16",7731,864.218139648438,31.3333339691162,3.82499980926514,1
"17",7886,1059.92331542969,37.466667175293,5.66666669845581,3
"18",7887,1275.78210449219,34,4.93333339691162,1
"19",7894,1020.56816794656,35.3371217901056,3.38106063279239,5
"20",7896,964.698809152626,29.9779116619064,3.83744985224253,7
"21",7898,933.571350097656,30.3333339691162,3.80000019073486,1
"22",7899,858.206237792969,29.5033327484131,4.78966667175293,4
"23",7900,908.233337402344,32.3333320617676,4.31666660308838,1
"24",8052,1325.63525390625,39.3333320617676,4.53333330154419,1
"25",8053,1294.97596435547,30.8583337783813,5.13583331108093,3
"26",8054,1151.56665039062,27.8333339691162,6.05833339691162,1
"27",8057,846.919799804688,25.25,5.75833320617676,1
"28",8064,760.768127441406,26.8333339691162,5.16666650772095,1
"29",8219,1350.79431152344,31.0833339691162,5.78333330154419,2
"30",8232,642.563903808594,24.5,7.35000038146973,1
"31",8233,766.62548828125,25.8333339691162,6.36666679382324,1
"32",8234,638.800537109375,27.1666660308838,7.16666650772095,1
"33",8396,852.30476342178,26.7594004142575,6.69695119741486,28
"34",8397,788.810169513409,26.7940708123721,6.95116180410752,38
"35",8398,747.951052314544,25.5074767709892,6.79214962308652,74
"36",8399,715.782836914062,26.5416660308838,6.88749980926514,2
"37",8401,762.694580078125,30.6666660308838,6.54166650772095,1
"38",8560,864.67587890625,27.7833339691162,7.30833330154419,2
"39",8562,874.118347167969,26.3918924073915,6.85585564536017,16
"40",8563,994.890991210938,26.3333339691162,6.65833330154419,1
"41",8564,755.598815917969,25.75,6.92500019073486,1
"42",8567,686.654119582403,28.8849210285005,11.9126987457275,10
"43",8568,741.872497558594,30.5833339691162,7.54166650772095,3
"44",8735,819.732950846354,31.25,7.63611110051473,2
"45",8740,672.374145507812,36.6666679382324,5.39166641235352,2
"46",8742,539.283142089844,34.0833320617676,5.26666688919067,1
"47",8887,1804.19287109375,38.9166679382324,4.64166641235352,2
"48",8889,1307.4013671875,30,7.01666688919067,1
"49",8894,872.472290039062,28.3333339691162,7.93333339691162,5
"50",8895,839.240112304688,26.1666669845581,7.72499990463257,2
"51",8898,857.993591308594,29.3333339691162,8.36666679382324,1
"52",8900,867.68260464603,30.4035386908544,7.58458909923083,27
"53",8901,889.504393620277,31.749533585648,7.38075252611246,78
"54",8902,892.380977708466,33.3792504291145,6.64778887495703,6
"55",8907,500.475246853299,31.62963019477,6.75000015894572,2
"56",9053,1686.38244628906,38.5555559794108,5.40833330154419,3
"57",9059,914.174865722656,32.5833320617676,8.35833358764648,1
"58",9064,934.075861313764,29.8186279745663,8.07720562990974,3
"59",9065,969.562680787678,31.8217297083215,8.20717307585704,16
"60",9066,1059.30163574219,30.1666660308838,7.55000019073486,1
"61",9067,919.479200487013,30.7240262465044,7.48609300712486,21
"62",9068,879.365138841712,32.7355069699495,7.11557966729869,2
"63",9070,700.965087890625,35.6666679382324,7.15833330154419,1
"64",9071,714.024345846737,36.034314997056,7.13333331837374,2
"65",9072,608.838206898082,35.0681818181818,7.16287886012684,3
"66",9222,1340.61340332031,28,7.16666650772095,1
"67",9223,1422.05798339844,22.9166660308838,6.78333330154419,1
"68",9229,1095.69262695312,29.1666660308838,7.55000019073486,1
"69",9230,962.645629882812,28.75,7.83333325386047,2
"70",9231,1213.14709472656,31.6666660308838,7.375,1
"71",9232,1101.75574840199,30.7803036082875,7.48030294071544,3
"72",9233,1070.80470414595,34.401515267112,7.29090898687189,7
"73",9234,940.803478296252,35.57488024062,7.17427543280781,10
"74",9235,850.832275390625,33.5,7.27500009536743,1
"75",9236,759.781901041667,33.3611119588216,7.38888883590698,3
"76",9237,757.509033203125,35.0833320617676,7.40000009536743,1
"77",9389,1456.54541015625,22,6.80833339691162,1
"78",9391,1340.9287109375,20.0833339691162,7.48333311080933,1
"79",9400,935.232815611596,44.361109939276,7.4794116674685,4
"80",9403,762,37.5833320617676,7.24166679382324,1
"81",9405,494,33.0833320617676,8.77499961853027,1
"82",9552,2679.19067382812,52,0.116666652262211,1
"83",9554,2073.63220214844,31.6805550257365,4.16527764002482,2
"84",9555,1708.66345214844,22.9166660308838,6.17500019073486,1
